place_id,name,place_kind,subtype,accessibility_rating,condition_rating,lat,lon,source_file
building-623345,Melbourne Museum,building,Public Display Area,3.0,,-37.80401887,144.971635508,buildings_refuge_final.csv
building-101267,Metropolitan Fire Brigade Station No.3,building,Community Use,3.0,,-37.80394745,144.96237655,buildings_refuge_final.csv
building-664629,Grainger Museum Building 140,building,Public Display Area,3.0,,-37.79738772,144.961258672,buildings_refuge_final.csv
building-104980,Fairhall,building,Public Display Area,1.0,,-37.81382653,144.985100436,buildings_refuge_final.csv
building-110611,Australian Centre for Contemporary Art,building,Public Display Area,3.0,,-37.82656257,144.967169881,buildings_refuge_final.csv
building-623557,Melbourne Exhibition Centre,building,Public Display Area,0.0,,-37.82539976,144.952378154,buildings_refuge_final.csv
building-111027,La Trobes Cottage,building,Public Display Area,1.0,,-37.83182723,144.977155619,buildings_refuge_final.csv
building-587543,Northern Pavillion,building,Community Use,1.0,,-37.8410249,144.981738099,buildings_refuge_final.csv
building-687854,Flemington Oval Pavilion,building,Community Use,3.0,,-37.78638561,144.95091976,buildings_refuge_final.csv
building-615482,Kensington Neighbourhood House,building,Community Use,2.0,,-37.7932437,144.928005546,buildings_refuge_final.csv
building-100857,Metropolitan Fire Brigade Station No.2,building,Community Use,3.0,,-37.81055071,144.951010952,buildings_refuge_final.csv
building-110692,PUBLIC TOILETS,building,Community Use,3.0,,-37.80765748,144.957205484,buildings_refuge_final.csv
building-111423,Public Toilets,building,Community Use,3.0,,-37.80765748,144.957205484,buildings_refuge_final.csv
building-554855,Royal Exhibition Building,building,Public Display Area,3.0,,-37.80401887,144.971635508,buildings_refuge_final.csv
building-646962,Northern Pavilion,building,Community Use,1.0,,-37.78509038,144.961397654,buildings_refuge_final.csv
building-105463,Melbourne Assessment Prison,building,Community Use,2.0,,-37.81278505,144.950457803,buildings_refuge_final.csv
building-111203,East Melbourne Library,building,Public Display Area,3.0,,-37.8150637,144.986387188,buildings_refuge_final.csv
building-111454,Conservatory,building,Public Display Area,3.0,,-37.81296163,144.980455702,buildings_refuge_final.csv
building-110634,Metropolitan Fire Brigade,building,Community Use,2.0,,-37.82717762,144.960212967,buildings_refuge_final.csv
building-110736,National Gallery of Victoria,building,Public Display Area,3.0,,-37.82281706,144.968633818,buildings_refuge_final.csv
building-111022,Queen Victoria Gardens,building,Community Use,0.0,,-37.82188388,144.971196046,buildings_refuge_final.csv
building-646965,Edmund Herring Pavilion,building,Community Use,2.0,,-37.83182723,144.977155619,buildings_refuge_final.csv
building-587544,Southern Pavillion,building,Community Use,1.0,,-37.8410249,144.981738099,buildings_refuge_final.csv
building-630047,Newmarket Pavilion,building,Community Use,1.0,,-37.78809758,144.923097423,buildings_refuge_final.csv
building-618402,Kensington Neighbourhood Centre,building,Community Use,3.0,,-37.78939523,144.928609309,buildings_refuge_final.csv
building-104034,Flinders Street Station,building,Public Display Area,0.0,,-37.81866337,144.965469605,buildings_refuge_final.csv
building-608352,Northbank,building,Public Display Area,0.0,,-37.81922228,144.965150283,buildings_refuge_final.csv
building-104000,Immigration Museum,building,Public Display Area,2.0,,-37.81904221,144.96035931,buildings_refuge_final.csv
building-102048,Museum of Chinese Australian History,building,Public Display Area,3.0,,-37.81073698,144.969216465,buildings_refuge_final.csv
building-110756,Royal Mint,building,Public Display Area,3.0,,-37.81209045,144.957360919,buildings_refuge_final.csv
building-108559,Old Melbourne Gaol,building,Public Display Area,3.0,,-37.80782751,144.96525173,buildings_refuge_final.csv
building-512713,Kathleen Syme Centre,building,Community Use,3.0,,-37.7987209,144.965258417,buildings_refuge_final.csv
building-102148,Athenaeum Library and Theatre,building,"Performances, Conferences, Ceremonies",3.0,,-37.81485585,144.967277747,buildings_refuge_final.csv
landmark-0,North Melbourne Recreation Reserve,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.7988345257153,144.941452061463,landmarks_refuge_candidates.csv
landmark-1,Princes Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.7870161727156,144.961115214367,landmarks_refuge_candidates.csv
landmark-2,Argyle Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8031480577285,144.965761295089,landmarks_refuge_candidates.csv
landmark-3,Kings Domain,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8255239795833,144.974107925144,landmarks_refuge_candidates.csv
landmark-4,Federation Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8178516571684,144.968963600783,landmarks_refuge_candidates.csv
landmark-5,Flagstaff Gardens,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8111222889277,144.954696055235,landmarks_refuge_candidates.csv
landmark-6,Westgate Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8314918578874,144.908824792698,landmarks_refuge_candidates.csv
landmark-7,Newmarket Reserve,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.7878473341234,144.922972125346,landmarks_refuge_candidates.csv
landmark-8,J.J Holland Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.7982358832177,144.923837074813,landmarks_refuge_candidates.csv
landmark-9,Fitzroy Gardens,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8129616331579,144.980455714669,landmarks_refuge_candidates.csv
landmark-10,Richmond Football Club,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8216740022008,144.988156318781,landmarks_refuge_candidates.csv
landmark-11,Royal Botanic Gardens,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8306631583233,144.980850432751,landmarks_refuge_candidates.csv
landmark-12,Darling Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.81299206932,144.989062559512,landmarks_refuge_candidates.csv
landmark-13,Parliament Reserve,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.809852620638,144.973462202839,landmarks_refuge_candidates.csv
landmark-14,Macarthur Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.7983318676737,144.971514146104,landmarks_refuge_candidates.csv
landmark-15,Shrine of Rembrance Reserve,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8320733992876,144.973628364465,landmarks_refuge_candidates.csv
landmark-16,Treasury Gardens,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8143993575938,144.975952335785,landmarks_refuge_candidates.csv
landmark-17,Queen Victoria Gardens,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8216381244891,144.971049530478,landmarks_refuge_candidates.csv
landmark-18,New Quay,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8152178789077,144.941617889032,landmarks_refuge_candidates.csv
landmark-19,Sandridge Rail Bridge,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8201763042794,144.96298113724,landmarks_refuge_candidates.csv
landmark-20,Birrarung Marr,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.81806108403,144.97314667014,landmarks_refuge_candidates.csv
landmark-21,University Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.800410711209,144.960398319302,landmarks_refuge_candidates.csv
landmark-22,Docklands Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8209956785618,144.946781702342,landmarks_refuge_candidates.csv
landmark-23,Point Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8233522700646,144.942102276731,landmarks_refuge_candidates.csv
landmark-24,Alexandra Gardens,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8206051404251,144.971796067365,landmarks_refuge_candidates.csv
landmark-25,Piazza Italia,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8025164192523,144.965863092947,landmarks_refuge_candidates.csv
landmark-26,Murchinson Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8002735025371,144.973059252203,landmarks_refuge_candidates.csv
landmark-27,Carlton Gardens North,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8017690847403,144.971997551189,landmarks_refuge_candidates.csv
landmark-28,Fawkner Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8413996708186,144.981625667877,landmarks_refuge_candidates.csv
landmark-29,Enterprize Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.820210269629,144.959276859602,landmarks_refuge_candidates.csv
landmark-30,Carlton Gardens South,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8060684577258,144.971266479841,landmarks_refuge_candidates.csv
landmark-31,Batman Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8218460949601,144.956665812218,landmarks_refuge_candidates.csv
landmark-32,Riverslide Skate Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8207887122448,144.972951789291,landmarks_refuge_candidates.csv
landmark-33,Royal Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.7906174256581,144.953834240647,landmarks_refuge_candidates.csv
landmark-34,Yarra Park,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.820469374101,144.986671109615,landmarks_refuge_candidates.csv
landmark-35,Lincoln Square,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8027919689732,144.962760852233,landmarks_refuge_candidates.csv
landmark-36,Powlett Reserve,landmark,Informal Outdoor Facility (Park/Garden/Reserve),,,-37.8116929882498,144.987275671763,landmarks_refuge_candidates.csv
landmark-37,The Melbourne Athenaeum Library,landmark,Library,,,-37.8148855756416,144.967291289941,landmarks_refuge_candidates.csv
landmark-38,State Library Victoria,landmark,Public Buildings,,,-37.8099852201226,144.964330322397,landmarks_refuge_candidates.csv
landmark-39,Australian Centre for Contemporary Art,landmark,Art Gallery/Museum,,,-37.8266045432686,144.967252924593,landmarks_refuge_candidates.csv
landmark-40,National Sports Museum,landmark,Art Gallery/Museum,,,-37.8189544909462,144.984669809381,landmarks_refuge_candidates.csv
landmark-41,Supreme Court,landmark,Public Buildings,,,-37.8141494182814,144.957894024264,landmarks_refuge_candidates.csv
landmark-42,Fox Classic Car Collection,landmark,Art Gallery/Museum,,,-37.8213744301481,144.948496661709,landmarks_refuge_candidates.csv
landmark-43,Victorian Arts Centre,landmark,Art Gallery/Museum,,,-37.8219947335768,144.968837288153,landmarks_refuge_candidates.csv
landmark-44,NGV International,landmark,Public Buildings,,,-37.8230135000869,144.969342535451,landmarks_refuge_candidates.csv
landmark-45,The Ian Potter Museum Of Art,landmark,Art Gallery/Museum,,,-37.7973939595503,144.964156669702,landmarks_refuge_candidates.csv
landmark-46,Conservatory,landmark,Public Buildings,,,-37.814002127195,144.9785597431,landmarks_refuge_candidates.csv
landmark-47,Koorie Heritage Trust Inc,landmark,Art Gallery/Museum,,,-37.8133854259085,144.954027907736,landmarks_refuge_candidates.csv
landmark-48,Cooks' Cottage,landmark,Art Gallery/Museum,,,-37.8144604899837,144.979471339826,landmarks_refuge_candidates.csv
landmark-49,Royal Exhibition Building,landmark,Art Gallery/Museum,,,-37.80460262432,144.971521914952,landmarks_refuge_candidates.csv
landmark-50,Melbourne Childrens Court,landmark,Public Buildings,,,-37.8125077646598,144.958298873269,landmarks_refuge_candidates.csv
landmark-51,County Court Melbourne,landmark,Public Buildings,,,-37.8132011619962,144.957734246387,landmarks_refuge_candidates.csv
landmark-52,Old Melbourne Gaol Crime & Justice Experience,landmark,Art Gallery/Museum,,,-37.8077644149636,144.965463853978,landmarks_refuge_candidates.csv
landmark-53,Melbourne Museum,landmark,Art Gallery/Museum,,,-37.8035518129299,144.971690718887,landmarks_refuge_candidates.csv
landmark-54,Elisabeth Murdoch Hall,landmark,Public Buildings,,,-37.8239733704282,144.967450979234,landmarks_refuge_candidates.csv
landmark-55,Melbourne Recital Centre,landmark,Public Buildings,,,-37.8238327885805,144.967682729667,landmarks_refuge_candidates.csv
landmark-56,The Museum Of Australian Chinese History,landmark,Art Gallery/Museum,,,-37.8107686127655,144.96923385414,landmarks_refuge_candidates.csv
landmark-57,Sidney Myer Music Bowl,landmark,Public Buildings,,,-37.8233471608733,144.974686151365,landmarks_refuge_candidates.csv
landmark-58,Immigration Museum,landmark,Art Gallery/Museum,,,-37.8191798798062,144.960426777129,landmarks_refuge_candidates.csv
landmark-59,Fire Services Museum Victoria,landmark,Art Gallery/Museum,,,-37.8085761281612,144.975373745366,landmarks_refuge_candidates.csv
landmark-60,Thoroughbred Racing Gallery,landmark,Art Gallery/Museum,,,-37.8188662730911,144.9839700954,landmarks_refuge_candidates.csv
landmark-61,Melbourne Theatre Company,landmark,Public Buildings,,,-37.823930384816,144.968297429894,landmarks_refuge_candidates.csv
landmark-62,Shrine of Remembrance,landmark,Public Buildings,,,-37.8302080020387,144.973441913623,landmarks_refuge_candidates.csv
landmark-63,Commonwealth Law Courts,landmark,Public Buildings,,,-37.8123961677596,144.955823833257,landmarks_refuge_candidates.csv
landmark-64,Polly Woodside,landmark,Art Gallery/Museum,,,-37.8242574266145,144.953478052064,landmarks_refuge_candidates.csv
landmark-65,Melbourne Town Hall,landmark,Public Buildings,,,-37.8150754791411,144.966542722283,landmarks_refuge_candidates.csv
landmark-66,The Ian Potter Centre: NGV Australia,landmark,Art Gallery/Museum,,,-37.8174831423197,144.969899048343,landmarks_refuge_candidates.csv
landmark-67,Victoria Police Museum,landmark,Art Gallery/Museum,,,-37.8222182774409,144.954039975197,landmarks_refuge_candidates.csv
landmark-68,Melbourne Visitor Centre,landmark,Visitor Centre,,,-37.8177352402006,144.967937138226,landmarks_refuge_candidates.csv
landmark-69,Australian Centre For The Moving Image (ACMI),landmark,Art Gallery/Museum,,,-37.8176107327202,144.969070431323,landmarks_refuge_candidates.csv
landmark-70,Sinclair's Cottage,landmark,Art Gallery/Museum,,,-37.8145407488014,144.980554992725,landmarks_refuge_candidates.csv
landmark-71,Melbourne Visitor Booth,landmark,Visitor Centre,,,-37.8139525061193,144.964425882562,landmarks_refuge_candidates.csv
furniture-1078893,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,3.37,-37.81196859547474,144.97129539621886,street_furniture_clean.csv
furniture-1078910,Seat - Handrail Steps and Seating Wall,street_furniture,Seat,,3.45,-37.81413462369066,144.96333729992477,street_furniture_clean.csv
furniture-1078950,Seat - Metal Semi-circular Seats,street_furniture,Seat,,3.11,-37.80078654068136,144.96646421301875,street_furniture_clean.csv
furniture-1078970,Seat - Metal Seat,street_furniture,Seat,,3.13,-37.81235786442496,144.97054525692658,street_furniture_clean.csv
furniture-1079075,Seat - Metal Bench,street_furniture,Seat,,1.0,-37.809464019200384,144.98481352238164,street_furniture_clean.csv
furniture-1079129,Seat - Metal Bench,street_furniture,Seat,,3.17,-37.81978552691327,144.95897570377667,street_furniture_clean.csv
furniture-1079162,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.81451519136616,144.9619103095699,street_furniture_clean.csv
furniture-1079163,Seat - Metal Seat,street_furniture,Seat,,3.01,-37.80679242685809,144.96267842701562,street_furniture_clean.csv
furniture-1079236,Seat - Metal Seat,street_furniture,Seat,,2.99,-37.83034799994752,144.96574428835552,street_furniture_clean.csv
furniture-1079265,Seat - Metal Seat,street_furniture,Seat,,2.96,-37.80910104985144,144.9815265229975,street_furniture_clean.csv
furniture-1079340,Seat - Metal Seat,street_furniture,Seat,,3.05,-37.80275553934241,144.94590854136072,street_furniture_clean.csv
furniture-1079387,Seat - Metal Seat,street_furniture,Seat,,3.11,-37.81272451040829,144.95980539035148,street_furniture_clean.csv
furniture-1079396,Seat - Metal Seat,street_furniture,Seat,,3.17,-37.81641662268763,144.96370966112207,street_furniture_clean.csv
furniture-1079400,Seat - Metal Seat,street_furniture,Seat,,2.95,-37.80397618122666,144.96048276930603,street_furniture_clean.csv
furniture-1079446,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.82008067560694,144.96530790681,street_furniture_clean.csv
furniture-1079450,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.82002711645422,144.9655930459265,street_furniture_clean.csv
furniture-1079465,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.81982056073012,144.9670013778699,street_furniture_clean.csv
furniture-1079468,Seat - Metal Seat,street_furniture,Seat,,3.08,-37.80632823110592,144.96582697316487,street_furniture_clean.csv
furniture-1079484,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.80615190222117,144.9573534631669,street_furniture_clean.csv
furniture-1079491,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.81491758290109,144.96122414331958,street_furniture_clean.csv
furniture-1079493,Seat - Metal Seat,street_furniture,Seat,,3.12,-37.8132198841291,144.95440846535308,street_furniture_clean.csv
furniture-1079498,Seat - Metal Seat,street_furniture,Seat,,2.16,-37.8087868993732,144.97559449807892,street_furniture_clean.csv
furniture-1079502,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.809375275255086,144.97512782665984,street_furniture_clean.csv
furniture-1079513,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.820535078663646,144.96353739979818,street_furniture_clean.csv
furniture-1079516,Seat - Metal Seat,street_furniture,Seat,,2.16,-37.82041793556184,144.96371511569345,street_furniture_clean.csv
furniture-1079550,Seat - Metal Seat,street_furniture,Seat,,2.99,-37.82815604027054,144.96720844490918,street_furniture_clean.csv
furniture-1079564,Seat - Metal Seat,street_furniture,Seat,,2.94,-37.81735908961137,144.98857789149974,street_furniture_clean.csv
furniture-1079572,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.81687502656954,144.96738005056193,street_furniture_clean.csv
furniture-1079585,Seat - Metal Seat,street_furniture,Seat,,2.92,-37.79807390439489,144.97452246875454,street_furniture_clean.csv
furniture-1079618,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.80857586110251,144.97612503036785,street_furniture_clean.csv
furniture-1079619,Seat - Metal Seat,street_furniture,Seat,,3.1,-37.81815703988791,144.9620103050557,street_furniture_clean.csv
furniture-1079635,Seat - Metal Seat,street_furniture,Seat,,3.0,-37.80051257315345,144.9556842782415,street_furniture_clean.csv
furniture-1079642,Seat - Metal Seat,street_furniture,Seat,,3.12,-37.802962441458746,144.96688734838466,street_furniture_clean.csv
furniture-1079674,Seat - Metal Seat,street_furniture,Seat,,3.14,-37.79345780986544,144.91861145339658,street_furniture_clean.csv
furniture-1079676,Seat - Metal Seat,street_furniture,Seat,,2.63,-37.82357595449077,144.9676965416807,street_furniture_clean.csv
furniture-1079695,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.82016701470475,144.96485464210605,street_furniture_clean.csv
furniture-1079700,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.820706374202274,144.96243208979237,street_furniture_clean.csv
furniture-1079715,Seat - Metal Seat,street_furniture,Seat,,1.16,-37.82044197308232,144.9634323757278,street_furniture_clean.csv
furniture-1079753,Seat - Metal Bench,street_furniture,Seat,,3.09,-37.81138118325688,144.95733952235818,street_furniture_clean.csv
furniture-1079760,Seat - Metal Seat,street_furniture,Seat,,1.0,-37.817088077712285,144.95502019647282,street_furniture_clean.csv
furniture-1079845,Seat - Metal Seat,street_furniture,Seat,,3.1,-37.81741752317858,144.9616659903112,street_furniture_clean.csv
furniture-1079849,Seat - Metal Seat,street_furniture,Seat,,3.16,-37.816896914590274,144.9535612994381,street_furniture_clean.csv
furniture-1079862,Seat - Metal Seat,street_furniture,Seat,,3.02,-37.82568207271315,144.96261686956237,street_furniture_clean.csv
furniture-1079924,Seat - Straight Seat - Wooden Battens - Type 2,street_furniture,Seat,,1.0,-37.820505104448046,144.95924545819943,street_furniture_clean.csv
furniture-1079925,Seat - Straight Seat - Wooden Battens - Type 2,street_furniture,Seat,,1.0,-37.82049204836993,144.95927728619534,street_furniture_clean.csv
furniture-1079932,Seat - Straight Seat - Wooden Battens - Type 2,street_furniture,Seat,,2.82,-37.79092146214908,144.9445594094655,street_furniture_clean.csv
furniture-1110870,Barbeque - Urban Design Double Hotplate,street_furniture,Barbeque,,4.0,-37.82773337690019,144.98268472258306,street_furniture_clean.csv
furniture-1534048,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,4.44,-37.81083022232274,144.9617141553295,street_furniture_clean.csv
furniture-1515787,Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Community Centre (Open Space),street_furniture,Seat,,3.0,-37.79291935740994,144.9405197285452,street_furniture_clean.csv
furniture-1550110,Seat - Straight Seat - Wooden Battens - Type 2 - Batman Park,street_furniture,Seat,,4.0,-37.821654308016186,144.95639455674052,street_furniture_clean.csv
furniture-1530088,Information Pillar - Information Hub Pillar,street_furniture,Information Pillar,,2.17,-37.814497900874485,144.96340058479282,street_furniture_clean.csv
furniture-1551573,Drinking fountain - Historic or Heritage Drinking Fountains - Warun Biik Park,street_furniture,Drinking Fountain,,4.0,-37.79622591094481,144.92675323715673,street_furniture_clean.csv
furniture-1551580,Seat - Urban Design Park Style - Green Powder Coat -Warun Biik Park,street_furniture,Seat,,3.0,-37.79616084605655,144.9264717083109,street_furniture_clean.csv
furniture-1551818,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,3.44,-37.80763119758591,144.96302486397798,street_furniture_clean.csv
furniture-1552207,Drinking Fountain - Urban design stainless steel,street_furniture,Drinking Fountain,,3.91,-37.79337819173264,144.94004830856508,street_furniture_clean.csv
furniture-1553758,Seat - Wooden Bench,street_furniture,Seat,,2.11,-37.82401392159099,144.9502088648589,street_furniture_clean.csv
furniture-1533075,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,3.44,-37.815802098430254,144.9397494221486,street_furniture_clean.csv
furniture-1554074,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,2.62,-37.81728711297509,144.95395482260523,street_furniture_clean.csv
furniture-1555101,Seat - Stainless Steel Seat - Fixed,street_furniture,Seat,,3.41,-37.817505538183816,144.95325890118016,street_furniture_clean.csv
furniture-1555898,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,4.44,-37.8119700660734,144.96198177910716,street_furniture_clean.csv
furniture-1552208,Seat - Urban Design Park Style - Green Powder Coat,street_furniture,Seat,,5.0,-37.81967132019365,144.96952871211582,street_furniture_clean.csv
furniture-1556983,Seat - Stainless Steel Straight Seat - Station Street Park,street_furniture,Seat,,4.0,-37.79717742930717,144.97405202370888,street_furniture_clean.csv
furniture-1554072,Seat - Metal Bench,street_furniture,Seat,,1.93,-37.81722287351426,144.95393489899445,street_furniture_clean.csv
furniture-1559234,Seat - Stainless Steel Seat - 3m & LED lights,street_furniture,Seat,,4.44,-37.816076275811184,144.96691848924405,street_furniture_clean.csv
furniture-1562382,Seat - Handrail Steps and Seating Wall,street_furniture,Seat,,1.45,-37.81404413137989,144.96364910449657,street_furniture_clean.csv
furniture-1550165,Seat - Stainless Steel Seat - Fixed,street_furniture,Seat,,3.45,-37.81624441747036,144.96359557002071,street_furniture_clean.csv
furniture-1566857,Seat - Straight Seat - Wooden Battens - Type 2 - Parkville Gardens,street_furniture,Seat,,4.0,-37.7780822799452,144.94044655992454,street_furniture_clean.csv
furniture-1566858,Seat - Straight Seat - Wooden Battens - Type 2 - Parkville Gardens,street_furniture,Seat,,4.0,-37.77809579555824,144.94078146512726,street_furniture_clean.csv
furniture-1566862,Seat - Straight Seat - Wooden Battens - Type 2 - Park Street Reserve,street_furniture,Seat,,4.0,-37.77599225818936,144.94238471800915,street_furniture_clean.csv
furniture-1568589,Seat - Straight Seat - Wooden Battens - Type 2 - Howard and William Street Reserve,street_furniture,Seat,,4.0,-37.80655993514255,144.95372415320278,street_furniture_clean.csv
furniture-1568593,Seat - Straight Seat - Wooden Battens - Type 2 - Howard and William Street Reserve,street_furniture,Seat,,4.0,-37.80700679144616,144.9535872165127,street_furniture_clean.csv
furniture-1568599,Seat - Stainless Steel Seat - Swivel,street_furniture,Seat,,4.0,-37.82019291880505,144.94485661209842,street_furniture_clean.csv
furniture-1569197,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,1.42,-37.81391794057397,144.96876067911936,street_furniture_clean.csv
furniture-1569665,Picnic Setting - Urban Design Style - Royal Park,street_furniture,Picnic Setting,,4.0,-37.78230284760091,144.94908114185958,street_furniture_clean.csv
furniture-1569669,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,3.0,-37.77847776021332,144.95445829079767,street_furniture_clean.csv
furniture-1569671,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,4.0,-37.7793893932523,144.95527313630888,street_furniture_clean.csv
furniture-1569672,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,4.0,-37.77939478310033,144.95508008138495,street_furniture_clean.csv
furniture-1569674,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,4.0,-37.77956618910947,144.9559004628695,street_furniture_clean.csv
furniture-1569675,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,3.0,-37.78610367714627,144.9446779208684,street_furniture_clean.csv
furniture-1569682,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,3.0,-37.78307006539079,144.94276411422717,street_furniture_clean.csv
furniture-1569714,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,street_furniture,Seat,,3.0,-37.83900343844815,144.9814834051723,street_furniture_clean.csv
furniture-1569716,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,4.0,-37.78395103764853,144.94408942875555,street_furniture_clean.csv
furniture-1569770,Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Recreation Reserve,street_furniture,Seat,,3.0,-37.79974001028621,144.94142796305488,street_furniture_clean.csv
furniture-1569855,Seat - Stainless Steel Straight Seat,street_furniture,Seat,,3.41,-37.819354153464175,144.95444337543898,street_furniture_clean.csv
furniture-1572368,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,street_furniture,Drinking Fountain,,3.45,-37.814022713257685,144.96377589639772,street_furniture_clean.csv
furniture-1566844,Seat - Metal Seat - Warun Biik Park,street_furniture,Seat,,3.0,-37.79653903145247,144.9260039128477,street_furniture_clean.csv
furniture-1581659,Seat - Stainless Steel Straight Seat - Docklands,street_furniture,Seat,,3.44,-37.81942074547152,144.94206773661386,street_furniture_clean.csv
furniture-1581660,Seat - Stainless Steel Straight Seat - Docklands,street_furniture,Seat,,3.44,-37.81946096877123,144.94195608430957,street_furniture_clean.csv
furniture-1584053,Seat - Straight Seat - Wooden Battens - Type 2 - North Melbourne Recreation Reserve,street_furniture,Seat,,3.0,-37.799766773249296,144.94031977835218,street_furniture_clean.csv
furniture-1588685,Drinking Fountain - Stainless Steel Drinking Fountain - Old Docklands Type,street_furniture,Drinking Fountain,,3.44,-37.81337112781817,144.94357125504956,street_furniture_clean.csv
furniture-1568584,Seat - Straight Seat - Wooden Battens - Type 2 - Howard and William Street Reserve,street_furniture,Seat,,4.0,-37.80635723342533,144.95366034990204,street_furniture_clean.csv
furniture-1589218,Seat - Straight Seat - Wooden Battens - Type 2 - Royal Park,street_furniture,Seat,,4.0,-37.79591590307072,144.95121724387448,street_furniture_clean.csv
furniture-1589748,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Reeves Street Park,street_furniture,Drinking Fountain,,4.0,-37.79376491305337,144.97024082502696,street_furniture_clean.csv
furniture-1589756,Picnic Setting - Urban Design Style - Reeves Street Park,street_furniture,Picnic Setting,,3.0,-37.79356379826714,144.97046209933077,street_furniture_clean.csv
furniture-1589850,Seat - Wooden Slats set in Stonework,street_furniture,Seat,,3.16,-37.81820706279396,144.9450045056461,street_furniture_clean.csv
furniture-1589913,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,street_furniture,Drinking Fountain,,4.0,-37.78073096453612,144.95108741208116,street_furniture_clean.csv
